      Type       |        Subtype        |   Base   |   Size   |  CRC32   |   Name 
 File            | DXE driver            |   N/A    | 000577D2 | D8D915B3 | ------- E369E9DE-DC16-4F58-AC7B-088EA6DD5566
 Section         | DXE dependency        |   N/A    | 000000A6 | 08A03988 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00057704 | CE9566F5 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00000552 | 27EC0E72 | ------- 8E09C390-1B30-415E-AF5C-D42AB0160F8C
 Section         | DXE dependency        |   N/A    | 00000028 | 5DD142BE | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00000504 | 0A1D8AB6 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001B8A | F4214325 | ------- DCFD4C57-AAFD-4D92-B570-04B1212ED15E
 Section         | DXE dependency        |   N/A    | 0000005E | 9AFF4BB6 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001B04 | B58CB6DF | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 0000C2BE | 76868DB5 | ------- BBB77CB9-762D-436C-AC40-8EE4901C3446
 Section         | DXE dependency        |   N/A    | 00000094 | 71520EAA | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 0000C204 | 0416FE09 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 0000106E | 7B3EFE93 | ------- E5669E69-48A9-2F5F-684C-9289FCA737E9
 Section         | DXE dependency        |   N/A    | 00000042 | D3CE1FF3 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001004 | 92455955 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00000A42 | B497FA12 | ------- FAFF8CA9-E515-44ED-B5F9-E2F6E5D902E3
 Section         | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00000A04 | 547D7C1C | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00003A0C | DBCE2BE0 | ------- 3821290E-B8DD-4821-8182-0361DE51609D
 Section         | DXE dependency        |   N/A    | 00000094 | 9C97F8CF | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001504 | B254CD05 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 Section         | Raw                   |   N/A    | 0000244C | D8FC2FFA | -------- Raw section
 File            | DXE driver            |   N/A    | 00006432 | 261AB6FA | ------- 80DED13D-B821-4824-A0DD-52CA968C3A04
 Section         | DXE dependency        |   N/A    | 0000003A | 01A82EE2 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001804 | 447509BE | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 Section         | Raw                   |   N/A    | 0000060D | 206E74D5 | -------- Raw section
 Section         | Raw                   |   N/A    | 00000512 | 4D94BECC | -------- Raw section
 Section         | Raw                   |   N/A    | 0000069B | 42697950 | -------- Raw section
 Section         | Raw                   |   N/A    | 0000069B | 1B36572A | -------- Raw section
 Section         | Raw                   |   N/A    | 00001999 | 2D4155F3 | -------- Raw section
 Section         | Raw                   |   N/A    | 000019D2 | EA42D488 | -------- Raw section
 File            | DXE driver            |   N/A    | 0000283E | AA0AEDDF | ------- A6442A85-7E2A-4A4F-B26B-98E1E64C221F
 Section         | DXE dependency        |   N/A    | 00000028 | E638EDE3 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001F04 | 85A9CBEE | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 Section         | Raw                   |   N/A    | 000008EA | 0B2EDB86 | -------- Raw section
 File            | DXE driver            |   N/A    | 00000842 | 4BEACD79 | ------- D60CF145-F97C-4085-A73D-8D399757DFE9
 Section         | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00000804 | B73E4D35 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00053C26 | 783A67F3 | ------- F29729C7-B759-4B5C-B134-07FC40AC3CD2
 Section         | DXE dependency        |   N/A    | 0000004C | 4A3C60C4 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00053BA4 | D68659F9 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000001E | BC0807D6 | -------- Version section
 File            | DXE driver            |   N/A    | 00001476 | 5040E799 | ------- FC7A2E28-EF78-4472-8B17-B8BB0024616E
 Section         | DXE dependency        |   N/A    | 0000004C | 4A3C60C4 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001404 | C3B061F1 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001566 | 02E13B33 | ------- 71032D4B-4B91-4EC1-AD53-81827FB43108
 Section         | DXE dependency        |   N/A    | 0000003A | E1AB74CA | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001504 | E66E4718 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00000E52 | A7A1481E | ------- 8A867F67-89D8-4134-BBBD-64BBAA5256F5
 Section         | DXE dependency        |   N/A    | 00000028 | 136F642B | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00000E04 | 555E0F64 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00002552 | E2ED5A4D | ------- E59BCFD8-6887-4724-84DC-FEE2EDE230D0
 Section         | DXE dependency        |   N/A    | 00000028 | 136F642B | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00002504 | 93E3B19C | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00002C66 | 6E1512A9 | ------- 2E13E5F1-B86D-4CF8-990F-243B6B9B8C61
 Section         | DXE dependency        |   N/A    | 0000003A | 3D3E1570 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00002C04 | A549AB00 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001B66 | F61BACD0 | ------- C5FA0EE8-2D81-4202-A021-3DA700B3DEAE
 Section         | DXE dependency        |   N/A    | 0000003A | E1AB74CA | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001B04 | DB90531B | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 000128AE | 6837C500 | ------- CE8A2C97-A09D-4DC3-9A1E-F8AB65075AFB
 Section         | DXE dependency        |   N/A    | 00000082 | 1D2AA2A4 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00012804 | 1CE06372 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00000E42 | B38942CD | ------- 28260FD2-975F-48B4-B1A8-8F7919F55746
 Section         | DXE dependency        |   N/A    | 00000016 | 0F27D870 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00000E04 | E5230DEF | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 0000EB8A | EC79949F | ------- 57651554-BE8F-4546-80C6-36323D52935A
 Section         | DXE dependency        |   N/A    | 0000005E | E5F608A9 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 0000EB04 | BA6464A1 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00000E42 | 14B85F25 | ------- C448F450-D9D2-4BDF-AC47-6EB2A225D54B
 Section         | DXE dependency        |   N/A    | 00000016 | 372E9562 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00000E04 | F61B7DF5 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00003C52 | 96834621 | ------- 28374747-76FF-41B3-9740-381EFAEF13BC
 Section         | DXE dependency        |   N/A    | 00000028 | E638EDE3 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00003C04 | DABA536E | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00000E52 | 4DB55BE9 | ------- 89B6C309-F785-421F-A03C-38A800345201
 Section         | DXE dependency        |   N/A    | 00000028 | 136F642B | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00000E04 | 8AE59C5F | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 0004E8B9 | 243B2F41 | ------- 442BA91E-B0A8-499F-94F7-2E922C9AAE0D
 Section         | DXE dependency        |   N/A    | 000000B8 | 9B563111 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 0004D204 | 68849B42 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 Section         | Raw                   |   N/A    | 000015D5 | 669192D3 | -------- Raw section
 File            | DXE driver            |   N/A    | 00007FBC | C62D10AE | ------- D303BB6F-7434-41FD-BC8E-0984A03C9B7D
 Section         | DXE dependency        |   N/A    | 0000003A | E1AB74CA | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001004 | 9DD329B7 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 Section         | Raw                   |   N/A    | 00000796 | A8DC33BE | -------- Raw section
 Section         | Raw                   |   N/A    | 00000C77 | 94508223 | -------- Raw section
 Section         | Raw                   |   N/A    | 000010CF | 9F9F2AE3 | -------- Raw section
 Section         | Raw                   |   N/A    | 0000104A | 2EE23307 | -------- Raw section
 Section         | Raw                   |   N/A    | 00001001 | A3D062FD | -------- Raw section
 Section         | Raw                   |   N/A    | 00000B76 | B2D5A707 | -------- Raw section
 Section         | Raw                   |   N/A    | 00000F4C | 6EC2ACDA | -------- Raw section
 Section         | Raw                   |   N/A    | 00000F60 | 622949D8 | -------- Raw section
 File            | DXE driver            |   N/A    | 00001252 | 93F8B8D3 | ------- 24B14CB4-A14A-4E9A-AAD2-853335FA3297
 Section         | DXE dependency        |   N/A    | 00000028 | 136F642B | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001204 | 3EEE5DA0 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 0000108D | A855BC96 | ------- F7787C3F-0CD5-4536-9354-0670EE22D7FD
 Section         | DXE dependency        |   N/A    | 0000003A | 30388890 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00000F04 | 9B1935E1 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 Section         | Raw                   |   N/A    | 00000091 | 316E8653 | -------- Raw section
 Section         | Raw                   |   N/A    | 00000091 | FBC77419 | -------- Raw section
 File            | DXE driver            |   N/A    | 00001828 | 1471A03B | ------- 4FB2F0D0-7183-4BFC-9E65-11A4031847D2
 Section         | DXE dependency        |   N/A    | 00000028 | 136F642B | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00000E04 | 977765FD | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 Section         | Raw                   |   N/A    | 000009D4 | C8616328 | -------- Raw section
 File            | DXE driver            |   N/A    | 00003952 | 90C23B83 | ------- BDF8B095-EDE5-4250-B577-C5CB5515B7AE
 Section         | DXE dependency        |   N/A    | 00000028 | E638EDE3 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00003904 | 669A20DF | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 0002AFDF | 32694A31 | ------- 7ADA185E-7E10-4F7C-B2DA-26E99102C88D
 Section         | DXE dependency        |   N/A    | 0000003A | E1AB74CA | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001B04 | 62C1646D | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 Section         | Raw                   |   N/A    | 0000DC05 | E081DA18 | -------- Raw section
 Section         | Raw                   |   N/A    | 0000E708 | B674776C | -------- Raw section
 Section         | Raw                   |   N/A    | 0000D167 | 5C16A13C | -------- Raw section
 File            | DXE driver            |   N/A    | 0000136C | 8245B8C0 | ------- 69110D87-9BB3-47FC-B412-22E4F135AE38
 Section         | DXE dependency        |   N/A    | 0000003A | E1AB74CA | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00000E04 | 63D12480 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 Section         | Raw                   |   N/A    | 00000504 | 3842D9E9 | -------- Raw section
 File            | DXE driver            |   N/A    | 00002E9A | 53346044 | ------- 2B00C709-782F-4879-A59A-8E2FCE2271F8
 Section         | DXE dependency        |   N/A    | 00000070 | 779219BB | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00002E04 | 3B143675 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001C76 | 9D6D5B5B | ------- C4968F6A-5CCC-4BDC-9E86-B7A65A2EEAF1
 Section         | DXE dependency        |   N/A    | 0000004C | C45EE743 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001C04 | 27560891 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00000B42 | 25BEA12E | ------- FE0CD24C-B7A0-4F0D-A78C-EC3E27181AE5
 Section         | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00000B04 | FA0A38FA | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 4C4F5494 | -------- Version section
 File            | DXE driver            |   N/A    | 0000C642 | E44FBB7D | ------- 162793AA-0FE7-4010-9818-45F55C5CCC3E
 Section         | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 0000C604 | F2BF8880 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00053BE2 | 65068347 | ------- AFD69E65-1CB3-472C-BE63-0C98A2C0665C
 Section         | DXE dependency        |   N/A    | 00000016 | 150B8BB7 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00053BA4 | D68659F9 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001776 | 9BD3F070 | ------- C178E415-6E49-469A-B73D-F6C5EB4101EB
 Section         | DXE dependency        |   N/A    | 0000004C | 91696AEB | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001704 | 9EDC19AE | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00016D52 | 5EB74284 | ------- 1A1E4886-9517-440E-9FDE-3BE44CEE2136
 Section         | DXE dependency        |   N/A    | 00000028 | 80127994 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00016D04 | 9D1784CC | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00002B42 | 9BEC22C5 | ------- 08DD466B-69FB-4C41-90B2-551161C5ECAC
 Section         | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00002B04 | 6CB9BC6E | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00000C66 | 8F55C63C | ------- 1DFB7BFA-BF8E-4D11-9766-2FB0D0442310
 Section         | DXE dependency        |   N/A    | 0000003A | 1839A0BC | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00000C04 | EB89B11B | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00000D66 | 7573CA4A | ------- 2785ED8A-795F-43A1-AE2D-6BFFECCBA646
 Section         | DXE dependency        |   N/A    | 0000003A | 426A3D72 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00000D04 | 008D849E | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 001D13BE | 0EDADCB7 | ------- 899407D7-99FE-43D8-9A21-79EC328CAC21
 Section         | DXE dependency        |   N/A    | 00000094 | DF903CBA | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 001D1304 | CDBD1E4F | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00006176 | 9C8803AC | ------- CCA91175-03E3-442A-B3B8-2E4A335C1DEA
 Section         | DXE dependency        |   N/A    | 0000004C | 05211426 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00006104 | 9D30B8AA | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00000952 | 001FA287 | ------- A14694E4-78DF-4EF1-A118-7654FF6CFA9D
 Section         | DXE dependency        |   N/A    | 00000028 | 3E75AB62 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00000904 | D2878253 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001852 | 63F3B69A | ------- BC0B9FB8-97CF-4B17-9A9E-F574E62CBCC4
 Section         | DXE dependency        |   N/A    | 00000028 | 3E75AB62 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001804 | F1269082 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001E52 | 574372E5 | ------- E5DAFE50-10CB-41B5-9CB5-274E1CF1A8D7
 Section         | DXE dependency        |   N/A    | 00000028 | 3E75AB62 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001E04 | DD4E1908 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 0001EE76 | 9A166334 | ------- 1B08A1DB-F91A-4FA1-A911-255C417F1CF7
 Section         | DXE dependency        |   N/A    | 0000004C | 05211426 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 0001EE04 | 6ABBF8D5 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 000058AE | 3C9906AF | ------- 16D0A23E-C09C-407D-A14A-AD058FDD0CA1
 Section         | DXE dependency        |   N/A    | 00000082 | CDF16521 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00005804 | 0E995AE1 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00005442 | A8A237AE | ------- 9622E42C-8E38-4A08-9E8F-54F784652F6B
 Section         | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00005404 | 1B31C324 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00003E42 | E7863E90 | ------- BDCE85BB-FBAA-4F4E-9264-501A2C249581
 Section         | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00003E04 | EE9113CA | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 0000F366 | 07312EA7 | ------- FA20568B-548B-4B2B-81EF-1BA08D4A3CEC
 Section         | DXE dependency        |   N/A    | 0000003A | 661AA882 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 0000F304 | 8691F285 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001976 | E1477495 | ------- 00160F8D-2B35-4DF2-BBE0-B272A8D631F0
 Section         | DXE dependency        |   N/A    | 0000004C | 106049E7 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001904 | 3E1F26A0 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001066 | 4471CB22 | ------- 1ED46147-76E3-4171-BCE5-42D368D26AA6
 Section         | DXE dependency        |   N/A    | 0000003A | CCBCD945 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001004 | 2B0C5C5E | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001E52 | 1EC15978 | ------- 4E82091E-32A1-4689-8A00-CDE41ED63CDD
 Section         | DXE dependency        |   N/A    | 00000028 | E638EDE3 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001E04 | BCE9D0BF | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001F42 | FB502821 | ------- B7EE4835-84CE-4B15-BF52-2D11574CE470
 Section         | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001F04 | A4A1A471 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001F8A | 77BE6B09 | ------- 4A3602BC-1A05-4C82-99B4-588CD2A32CD5
 Section         | DXE dependency        |   N/A    | 0000005E | 5CEA00AF | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001F04 | 8F708B00 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 0000C1BE | F57CC4A3 | ------- 80E66E0A-CCD1-43FA-A7B1-2D5EE0F13910
 Section         | DXE dependency        |   N/A    | 00000094 | 8F2C7738 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 0000C104 | 5A37F278 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001442 | A13A7F28 | ------- 8F3F1DE2-2FE4-4D5C-A8EC-49E8CCA17EBC
 Section         | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001404 | FFA9BE4F | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00000C52 | D43766E4 | ------- 271B424E-A4CC-4E0E-90A2-7EA4841F12F3
 Section         | DXE dependency        |   N/A    | 00000028 | E91AF10E | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00000C04 | 091FC41E | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00012366 | 6758C3D9 | ------- 580DD900-385D-11D7-883A-00500473D4EB
 Section         | DXE dependency        |   N/A    | 0000003A | 55703808 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00012304 | 78E043D3 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 0001D652 | 8F0FA41B | ------- 171F43DC-C4D9-47A6-9641-65DDCDD5AA30
 Section         | DXE dependency        |   N/A    | 00000028 | 925EF2B2 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 0001D604 | 4766E782 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001766 | CCFE891B | ------- 4C006CD9-19BA-4617-8483-609194A1ACFC
 Section         | DXE dependency        |   N/A    | 0000003A | 91C2C00F | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001704 | 34CDD84E | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00000752 | ABD78CDE | ------- 21891A9E-763E-4377-8841-8D5C90D88C51
 Section         | DXE dependency        |   N/A    | 00000028 | 80F1E4F9 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00000704 | 4540AEAE | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00000E42 | C6E57478 | ------- 9F3A0016-AE55-4288-829D-D55FD3AAC347
 Section         | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00000E04 | 3EEF5D69 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 0000D6BE | 504D0BEA | ------- 70E1A818-0BE1-4449-BFD4-9EF68C7F02A8
 Section         | DXE dependency        |   N/A    | 00000094 | 8AB1A722 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 0000D604 | AA990F32 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 0000638A | 156421F4 | ------- 594AC308-8819-4284-B661-B7570881CC0F
 Section         | DXE dependency        |   N/A    | 0000005E | 72837228 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00006304 | 61F19F26 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | F4F333F1 | -------- Version section
 File            | DXE driver            |   N/A    | 00003242 | 94EC7988 | ------- D080F93D-C0E8-47D6-9201-6B0EF6E28E1A
 Section         | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00003204 | 2499471A | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | F4F333F1 | -------- Version section
 File            | DXE driver            |   N/A    | 00009752 | 17397964 | ------- 86D64391-9699-417C-9506-14FEE06B8E54
 Section         | DXE dependency        |   N/A    | 00000028 | E91AF10E | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00009704 | F31C3BB8 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | F4F333F1 | -------- Version section
 File            | DXE driver            |   N/A    | 00016B66 | E5B81A90 | ------- AB78D6A5-7E2A-47AA-9F32-780793C0DADB
 Section         | DXE dependency        |   N/A    | 0000003A | 1839A0BC | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00016B04 | 2AF79046 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | F4F333F1 | -------- Version section
 File            | DXE driver            |   N/A    | 00003376 | 815D6AE2 | ------- 069887DE-145C-404C-9B23-E262A88789AF
 Section         | DXE dependency        |   N/A    | 0000004C | 0A4E9E8D | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00003304 | 2233AAA0 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | F4F333F1 | -------- Version section
 File            | DXE driver            |   N/A    | 00004152 | 9C9BC446 | ------- 4239AA07-8DE8-4C67-A971-C6F3F56D7F93
